InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
60_IRRAGIN_12586,60,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,4.82,4,19.28,2
23_ARBINGTON_18152,23,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,5.26,48,252.48,2
73_DONCASTER_8674,73,8674,Riunite Moscato,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,5.22,6,31.32,2
34_PITMERDEN_6240,34,6240,Riunite Raspberry,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.36,4,21.44,2
2_ASHBORNE_8978,2,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,10.78,4,43.12,2
54_GUTHRAM_18152,54,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,30,157.8,2
34_PITMERDEN_24673,34,24673,Bolla Pinot Grigio,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,8.96,8,71.68,2
61_AETHELNEY_6378,61,6378,Walnut Crest Merlot Rapel,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,6.62,6,39.72,2
23_ARBINGTON_6429,23,6429,C Y Toro Frontera Svgn Bl,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,5.8,4,23.2,2
35_HALIVAARA_18347,35,18347,Banfi Pnt Grigio San Angelo,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,8.58,36,308.88,2
71_CLARCTON_8978,71,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,10.78,4,43.12,2
51_ABERDEEN_6859,51,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.69,6,28.14,2
55_DRY GULCH_25984,55,25984,C Y Toro Casa Diablo Svgn Bl,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.88,12,70.56,2
55_DRY GULCH_6859,55,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.69,6,28.14,2
13_TARMSWORTH_8232,13,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,6.24,6,37.44,2
7_STANMORE_8235,7,8235,Riunite Bianco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,6.24,6,37.44,2
15_WANBORNE_18152,15,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,5,26.3,2
19_WINTERVALE_18027,19,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,9.08,6,54.48,2
9_BLACKPOOL_14279,9,14279,Movendo Moscato,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.22,6,31.32,2
60_IRRAGIN_18152,60,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.26,18,94.68,2
58_HARTLEPOOL_18152,58,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.26,10,52.6,2
38_GOULCREST_8232,38,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,6.24,6,37.44,2
20_BREDWARDINE_6429,20,6429,C Y Toro Frontera Svgn Bl,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.8,6,34.8,2
67_EANVERNESS_10715,67,10715,C Y Toro Privada Rsv Casa Di,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.14,6,54.84,2
50_MOUNTMEND_23712,50,23712,Bell'Agio Chianti Flask,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,6.8,10,68.0,2
31_HORNSEY_18801,31,18801,Bolla Prosecco Extra Dry,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,7.14,12,85.68,2
76_DONCASTER_15620,76,15620,C Y Toro Casillero Diab Malb,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,6.7,12,80.4,2
67_EANVERNESS_15620,67,15620,C Y Toro Casillero Diab Malb,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,6.7,11,73.7,2
39_EASTHALLOW_17967,39,17967,Banfi Principessa Gavia Gav,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,8.96,12,107.52,2
66_EANVERNESS_19356,66,19356,C Y Toro Marques Cs Cab Svgn,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,12.25,6,73.5,2
45_VERITAS_6234,45,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.54,4,18.16,2
66_EANVERNESS_23712,66,23712,Bell'Agio Chianti Flask,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,6.8,12,81.6,2
66_EANVERNESS_18801,66,18801,Bolla Prosecco Extra Dry,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,7.14,12,85.68,2
20_BREDWARDINE_12586,20,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.82,6,28.92,2
34_PITMERDEN_34635,34,34635,Riunite Lambrusco Rose,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,5.29,6,31.74,2
15_WANBORNE_18575,15,18575,Sartori Amarone,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,26.34,6,158.04,2
60_IRRAGIN_15620,60,15620,C Y Toro Casillero Diab Malb,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,6.7,12,80.4,2
60_IRRAGIN_8232,60,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,6.24,6,37.44,2
73_DONCASTER_19356,73,19356,C Y Toro Marques Cs Cab Svgn,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,12.25,6,73.5,2
64_CESTERFIELD_21076,64,21076,Natura Pnt Nr,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,6.07,12,72.84,2
66_EANVERNESS_8678,66,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.32,11,102.52,2
55_DRY GULCH_16829,55,16829,C Y Toro Gran Reserva Cab Sv,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,9.52,4,38.08,2
11_CARDEND_18152,11,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.26,8,42.08,2
38_GOULCREST_18152,38,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,7,36.82,2
20_BREDWARDINE_8678,20,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.32,11,102.52,2
76_DONCASTER_6240,76,6240,Riunite Raspberry,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,5.36,6,32.16,2
41_LARNWICK_21517,41,21517,Riunite Lambrusco Cuties,187mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.06,6,30.36,2
74_PAENTMARWY_18347,74,18347,Banfi Pnt Grigio San Angelo,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,8.58,12,102.96,2
48_NORFOLK_8978,48,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,10.78,4,43.12,2
66_EANVERNESS_11854,66,11854,Trivento Amado Sur Malbec,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,8.38,6,50.28,2
40_BULLMAR_12586,40,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,4.82,2,9.64,2
59_CLAETHORPES_18152,59,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,5.26,35,184.1,2
68_SOLARIS_8232,68,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,6.24,5,31.2,2
34_PITMERDEN_18575,34,18575,Sartori Amarone,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,26.34,6,158.04,2
71_CLARCTON_6234,71,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,4.54,6,27.24,2
30_CULCHETH_8978,30,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,10.78,4,43.12,2
70_KELD_6429,70,6429,C Y Toro Frontera Svgn Bl,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.8,5,29.0,2
74_PAENTMARWY_18027,74,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.08,11,99.88,2
43_WOLFORD_12586,43,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.82,6,28.92,2
72_HARDERSFIELD_18152,72,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,10,52.6,2
21_BALERNO_6344,21,6344,Walnut Crest Chard Central,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,6.62,5,33.1,2
49_GARIGILL_8678,49,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.32,22,205.04,2
31_HORNSEY_8232,31,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,6.24,6,37.44,2
26_KNIFE'S EDGE_8678,26,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,9.32,24,223.68,2
33_HORNSEY_22903,33,22903,Banfi Sangiovese CollePino,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.4,12,64.8,2
7_STANMORE_8232,7,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,6.24,6,37.44,2
66_EANVERNESS_18027,66,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.08,6,54.48,2
6_GOULCREST_6859,6,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,4.69,6,28.14,2
69_MOUNTMEND_22079,69,22079,C Y Toro Casa Diblo Cab Svgn,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.59,11,50.49,2
6_GOULCREST_6234,6,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,4.54,6,27.24,2
14_BROMWICH_8978,14,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,10.78,4,43.12,2
48_NORFOLK_8674,48,8674,Riunite Moscato,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,5.22,6,31.32,2
60_IRRAGIN_18347,60,18347,Banfi Pnt Grigio San Angelo,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,8.58,11,94.38,2
24_PALPERROTH_6234,24,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,4.54,6,27.24,2
4_EANVERNESS_23870,4,23870,Col-di-Sasso Sangiovese/Cab,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,6.16,12,73.92,2
31_HORNSEY_18027,31,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.08,6,54.48,2
61_AETHELNEY_8678,61,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.32,48,447.36,2
55_DRY GULCH_6234,55,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,4.54,5,22.7,2
34_PITMERDEN_8678,34,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.32,11,102.52,2
35_HALIVAARA_12586,35,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,4.82,6,28.92,2
59_CLAETHORPES_18152,59,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.26,23,120.98,2
59_CLAETHORPES_18347,59,18347,Banfi Pnt Grigio San Angelo,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,8.58,36,308.88,2
73_DONCASTER_8678,73,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,9.32,11,102.52,2
54_GUTHRAM_15761,54,15761,Cantine Maschio Prosecco Brt,187mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,2.49,24,59.76,2
32_MOUNTMEND_6478,32,6478,C Y Toro Frontera Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.72,6,28.32,2
76_DONCASTER_18027,76,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.08,16,145.28,2
76_DONCASTER_8678,76,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.32,35,326.2,2
49_GARIGILL_8678,49,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,9.32,9,83.88,2
38_GOULCREST_8790,38,8790,Bolla Valpolicella,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,8.55,17,145.35,2
66_EANVERNESS_25985,66,25985,C Y Toro Casa Diablo Merlot,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,6.66,12,79.92,2
6_GOULCREST_10715,6,10715,C Y Toro Privada Rsv Casa Di,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.14,6,54.84,2
10_HORNSEY_18027,10,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.08,5,45.4,2
19_WINTERVALE_8232,19,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,6.24,6,37.44,2
10_HORNSEY_6547,10,6547,Walnut Crest Cab Svgn Rapel,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,6.8,6,40.8,2
67_EANVERNESS_20030,67,20030,Trivento Rsv Cab Malbec,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.19,12,62.28,2
55_DRY GULCH_7371,55,7371,Placido Sangiovese Primever,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,7.14,6,42.84,2
6_GOULCREST_37433,6,37433,C Y Toro Casillero Carmenere,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,4.32,12,51.84,2
47_PELLA'S WISH_23712,47,23712,Bell'Agio Chianti Flask,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,6.8,12,81.6,2
50_MOUNTMEND_18152,50,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,8,42.08,2
9_BLACKPOOL_18152,9,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.26,22,115.72,2
51_ABERDEEN_8978,51,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,10.78,4,43.12,2
49_GARIGILL_18152,49,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.26,22,115.72,2
15_WANBORNE_8674,15,8674,Riunite Moscato,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.22,6,31.32,2
64_CESTERFIELD_6478,64,6478,C Y Toro Frontera Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,4.72,5,23.6,2
32_MOUNTMEND_8678,32,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.32,36,335.52,2
62_KILMARNOCK_6859,62,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,4.69,6,28.14,2
10_HORNSEY_18027,10,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.08,6,54.48,2
76_DONCASTER_8978,76,8978,Riunite Lambrusco,3L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,10.78,4,43.12,2
56_BEGGAR'S HOLE_37926,56,37926,Five Rivers Pnt Nr,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,8.05,12,96.6,2
10_HORNSEY_10715,10,10715,C Y Toro Privada Rsv Casa Di,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.14,6,54.84,2
20_BREDWARDINE_18347,20,18347,Banfi Pnt Grigio San Angelo,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,8.58,48,411.84,2
33_HORNSEY_18027,33,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.08,12,108.96,2
1_HARDERSFIELD_18152,1,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,5.26,12,63.12,2
68_SOLARIS_10874,68,10874,Cantine Maschio Prosecco Brt,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,7.53,12,90.36,2
34_PITMERDEN_37433,34,37433,C Y Toro Casillero Carmenere,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,4.32,12,51.84,2
78_EASTHAVEN_18027,78,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.08,6,54.48,2
20_BREDWARDINE_7371,20,7371,Placido Sangiovese Primever,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,7.14,6,42.84,2
15_WANBORNE_12140,15,12140,Natura Valle Svgn Bl Casabla,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.91,12,70.92,2
60_IRRAGIN_6859,60,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,4.69,5,23.45,2
31_HORNSEY_11854,31,11854,Trivento Amado Sur Malbec,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,8.38,6,50.28,2
32_MOUNTMEND_13994,32,13994,Banfi Chianti Superiore,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.8,12,69.6,2
32_MOUNTMEND_6547,32,6547,Walnut Crest Cab Svgn Rapel,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,6.8,4,27.2,2
9_BLACKPOOL_13993,9,13993,Sartori Family Pnt Grigio,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,5.4,24,129.6,2
64_CESTERFIELD_6859,64,6859,C Y Toro Frontera Chard,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,4.69,12,56.28,2
49_GARIGILL_18027,49,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,9.08,24,217.92,2
15_WANBORNE_18152,15,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.26,9,47.34,2
67_EANVERNESS_8678,67,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.32,12,111.84,2
68_SOLARIS_13993,68,13993,Sartori Family Pnt Grigio,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.4,1,5.4,2
32_MOUNTMEND_7371,32,7371,Placido Sangiovese Primever,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,7.14,5,35.7,2
49_GARIGILL_8674,49,8674,Riunite Moscato,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.22,35,182.7,2
23_ARBINGTON_13837,23,13837,C Y Toro Frontera Pnt Grigio,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.73,6,34.38,2
15_WANBORNE_25984,15,25984,C Y Toro Casa Diablo Svgn Bl,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-07,2024-01-14,2024-02-21,5.88,11,64.68,2
49_GARIGILL_8678,49,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-04,2024-01-14,2024-02-21,9.32,11,102.52,2
33_HORNSEY_23079,33,23079,Bolla Torr'Alta Veronese Ros,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,10.06,72,724.32,2
69_MOUNTMEND_18734,69,18734,Little Black Dress Divalicio,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,6.03,12,72.36,2
23_ARBINGTON_8232,23,8232,Riunite Lambrusco,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,6.24,6,37.44,2
40_BULLMAR_18027,40,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,9.08,3,27.24,2
21_BALERNO_12586,21,12586,C Y Toro Frontera Malbec,1.5L,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-05,2024-01-14,2024-02-21,4.82,6,28.92,2
34_PITMERDEN_18027,34,18027,Banfi Rosa Regale,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-06,2024-01-14,2024-02-21,9.08,6,54.48,2
1_HARDERSFIELD_18152,1,18152,Banfi Centine Mntcln Tscna,750mL,516,BANFI PRODUCTS CORP        ,8208,2023-12-27,2024-01-08,2024-01-14,2024-02-21,5.26,6,31.56,2
